f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f80,f81,f82,f83,f84,f85,f86,f87,f88,f89,f90,f91,f92,f93,f94,f95,f96,f97,f98,label
0.6946588754653931,0.31186729669570923,-0.00016399678133893758,0.6922205686569214,0.3045911192893982,-0.01138573233038187,0.6910802125930786,0.3049066960811615,-0.011416586115956306,0.6899232268333435,0.30537259578704834,-0.011454271152615547,0.6953662037849426,0.3051873743534088,-0.01243746466934681,0.696257472038269,0.3054264187812805,-0.01243153028190136,0.6971315145492554,0.3057365119457245,-0.01247338205575943,0.6884965896606445,0.3088940978050232,-0.033406030386686325,0.6968169808387756,0.30921509861946106,-0.043949391692876816,0.6924366354942322,0.3182801902294159,-0.003149626078084111,0.6954664587974548,0.31821146607398987,-0.004789874888956547,0.673912525177002,0.34749317169189453,-0.02712191641330719,0.7142083644866943,0.35129186511039734,-0.03729777783155441,0.6699087023735046,0.3872453272342682,0.01868843287229538,0.7163401246070862,0.39376407861709595,-0.0027112667448818684,0.683780312538147,0.37125444412231445,0.08106403797864914,0.7134456038475037,0.38979068398475647,0.0600399374961853,0.6846455931663513,0.3742431700229645,0.08540965616703033,0.71584552526474,0.3919101655483246,0.06638868153095245,0.6897553205490112,0.3692483901977539,0.08303322643041611,0.7105792760848999,0.3857748210430145,0.06381040066480637,0.6912047863006592,0.3691200911998749,0.08150236308574677,0.7077422142028809,0.3846902847290039,0.06081526726484299,0.6755412220954895,0.4492891728878021,0.001689709722995758,0.6900843381881714,0.4522916376590729,-0.001750315772369504,0.6689205169677734,0.5102939009666443,0.09632210433483124,0.6835721731185913,0.5214913487434387,0.05253072828054428,0.6629990339279175,0.5644629597663879,0.19175219535827637,0.6841515898704529,0.6017416715621948,0.10609348118305206,0.6616639494895935,0.5774528384208679,0.2018958330154419,0.6835197806358337,0.6153799295425415,0.11099747568368912,0.6576995253562927,0.568373441696167,0.19331173598766327,0.6890454888343811,0.610256016254425,0.09100745618343353,0
0.5070787668228149,0.8817030787467957,-0.5759459137916565,0.5119433999061584,0.8575037717819214,-0.5765403509140015,0.515935480594635,0.8529713153839111,-0.5765591263771057,0.519098162651062,0.8488115668296814,-0.5767194032669067,0.49641022086143494,0.8660823702812195,-0.5838006734848022,0.48970547318458557,0.8663132190704346,-0.5839426517486572,0.48267894983291626,0.8652268648147583,-0.5839983820915222,0.5205378532409668,0.8335356116294861,-0.4868198335170746,0.4642411172389984,0.8501293659210205,-0.5184978246688843,0.5131883025169373,0.8899492621421814,-0.532498836517334,0.4972805082798004,0.8948171138763428,-0.5419588088989258,0.5460352301597595,0.8489042520523071,-0.36008355021476746,0.4212358891963959,0.8952133059501648,-0.40279850363731384,0.5786850452423096,0.9310238361358643,-0.27192771434783936,0.4204869866371155,0.9940176010131836,-0.3554205298423767,0.5877326726913452,1.0300548076629639,-0.2671939432621002,0.4384133815765381,1.105488657951355,-0.3789161443710327,0.5970810055732727,1.0523525476455688,-0.2807181775569916,0.4332268238067627,1.127203106880188,-0.4045718312263489,0.5851233005523682,1.0562018156051636,-0.29584914445877075,0.4469398856163025,1.120212435722351,-0.4213286340236664,0.576870858669281,1.049849510192871,-0.272457093000412,0.4524046778678894,1.1097424030303955,-0.38625165820121765,0.5256261229515076,0.9804462194442749,0.004463488236069679,0.4677485525608063,0.9922506809234619,-0.004240584094077349,0.5443997383117676,1.0231096744537354,0.18459179997444153,0.4697633683681488,1.0684629678726196,0.17949314415454865,0.5387828350067139,1.0730700492858887,0.4383082389831543,0.48912549018859863,1.0928168296813965,0.4066612124443054,0.5323982834815979,1.0770487785339355,0.4615413546562195,0.48962658643722534,1.090737223625183,0.42816686630249023,0.5476822257041931,1.1139782667160034,0.3992851972579956,0.5073439478874207,1.1258193254470825,0.3481937646865845,0
0.46396198868751526,0.8865220546722412,-0.7130488157272339,0.46326667070388794,0.8709294199943542,-0.7082623243331909,0.4640818238258362,0.8676518797874451,-0.7082809805870056,0.4647187292575836,0.8637750744819641,-0.7084493637084961,0.4561898112297058,0.8769749999046326,-0.725054144859314,0.45132526755332947,0.8786653280258179,-0.7252064347267151,0.4458431601524353,0.8803303837776184,-0.7252228260040283,0.45603519678115845,0.8488826751708984,-0.5772327184677124,0.4218476414680481,0.8765681385993958,-0.6527318954467773,0.46299225091934204,0.8954792022705078,-0.6520689129829407,0.4529199004173279,0.9052445292472839,-0.6746937036514282,0.4830402731895447,0.8317010402679443,-0.4036816656589508,0.37665608525276184,0.9217357039451599,-0.5056045055389404,0.5271750688552856,0.8945043683052063,-0.2831334173679352,0.4129335284233093,1.0183464288711548,-0.45727667212486267,0.5707782506942749,0.9804984927177429,-0.3425825238227844,0.4549693167209625,1.0455957651138306,-0.5040926933288574,0.5911411046981812,0.9856281280517578,-0.3687637150287628,0.46126270294189453,1.055751919746399,-0.5480601191520691,0.5858680605888367,0.9938139319419861,-0.4033767580986023,0.4650937020778656,1.0436869859695435,-0.5730546712875366,0.5748291611671448,0.9916836619377136,-0.3568715751171112,0.46568235754966736,1.0371639728546143,-0.5162868499755859,0.46195611357688904,0.976077139377594,0.02281704917550087,0.41173234581947327,1.0354492664337158,-0.02238631621003151,0.4744037687778473,0.9457657933235168,0.1668526530265808,0.4142192304134369,1.0508339405059814,0.13094618916511536,0.4544219374656677,1.0134392976760864,0.47441402077674866,0.41125521063804626,1.0489779710769653,0.3989068865776062,0.44275522232055664,1.025439739227295,0.5022579431533813,0.4038638472557068,1.0477821826934814,0.42370882630348206,0.4759601056575775,1.0284982919692993,0.4298742413520813,0.4341854155063629,1.0490912199020386,0.3283081352710724,0
0.4627865254878998,0.8903242349624634,-0.7600849866867065,0.4632014334201813,0.8687427043914795,-0.7570995092391968,0.46503180265426636,0.8649778366088867,-0.7570720911026001,0.4665464758872986,0.8608095645904541,-0.757204532623291,0.45351433753967285,0.8753751516342163,-0.7720549702644348,0.448237806558609,0.8760882616043091,-0.7722364664077759,0.44254517555236816,0.8765836358070374,-0.7722398042678833,0.45971065759658813,0.8443674445152283,-0.6230200529098511,0.42085400223731995,0.8679835796356201,-0.6890671849250793,0.4668067991733551,0.8955658674240112,-0.6965698003768921,0.45497554540634155,0.9008321762084961,-0.7164086103439331,0.49186602234840393,0.8415560126304626,-0.4359530508518219,0.37350207567214966,0.9204026460647583,-0.5453752279281616,0.5323606729507446,0.8954832553863525,-0.30896157026290894,0.41691407561302185,1.0130198001861572,-0.511673629283905,0.5629463195800781,0.9678818583488464,-0.34910982847213745,0.48689380288124084,0.9724543690681458,-0.5268566608428955,0.5714281797409058,0.9758270978927612,-0.37158647179603577,0.507685661315918,0.9636576175689697,-0.567437469959259,0.5654414892196655,0.9795819520950317,-0.4024565815925598,0.5026227235794067,0.9446275234222412,-0.5706902742385864,0.5573332905769348,0.9729423522949219,-0.361095130443573,0.4977586269378662,0.9451916217803955,-0.5282612442970276,0.4648359417915344,0.9775162935256958,0.02422448806464672,0.4111844003200531,1.0377421379089355,-0.023763392120599747,0.4765128493309021,0.9710338711738586,0.20816567540168762,0.41302385926246643,1.0667098760604858,0.17158815264701843,0.45248284935951233,1.0365679264068604,0.5674150586128235,0.4178767204284668,1.0691043138504028,0.4850287437438965,0.4395972192287445,1.0470728874206543,0.6007435321807861,0.41115623712539673,1.0661729574203491,0.5147578716278076,0.47520747780799866,1.0604249238967896,0.52424156665802,0.44408416748046875,1.0777508020401,0.41629213094711304,0
0.46282029151916504,0.8911702632904053,-0.7609319686889648,0.4633257985115051,0.8696091175079346,-0.755973219871521,0.46520543098449707,0.8658589720726013,-0.7559702396392822,0.4667741358280182,0.8616690039634705,-0.7561188340187073,0.45347508788108826,0.8765450119972229,-0.7724223136901855,0.44819894433021545,0.877483606338501,-0.7725962400436401,0.4424554705619812,0.8782516717910767,-0.772600531578064,0.45994290709495544,0.8449705243110657,-0.6172252893447876,0.4207371771335602,0.8698670864105225,-0.688985288143158,0.46692362427711487,0.8962365388870239,-0.6958445310592651,0.4551457464694977,0.9016609787940979,-0.7174273729324341,0.4918537139892578,0.8415523767471313,-0.4347091317176819,0.3728713393211365,0.9189130067825317,-0.5551744699478149,0.5310264825820923,0.8968833088874817,-0.32524457573890686,0.4239453375339508,1.0162657499313354,-0.5379629135131836,0.5627716779708862,0.9683468341827393,-0.3820638656616211,0.5024335384368896,0.978492796421051,-0.5692718625068665,0.5731353759765625,0.9804050922393799,-0.41040366888046265,0.5247939229011536,0.9717147946357727,-0.6186068654060364,0.5660962462425232,0.9820815920829773,-0.4435940384864807,0.5206130146980286,0.95107102394104,-0.6246629953384399,0.5576866269111633,0.9784461855888367,-0.3957679867744446,0.514702558517456,0.9512098431587219,-0.5729635953903198,0.4647921025753021,0.9782451391220093,0.021749015897512436,0.41089457273483276,1.038530707359314,-0.021216873079538345,0.47662097215652466,0.9565239548683167,0.188759446144104,0.41242122650146484,1.0539275407791138,0.1488155573606491,0.4535823464393616,1.022020936012268,0.5501468777656555,0.4176834225654602,1.0556575059890747,0.4757102131843567,0.4403633177280426,1.0334938764572144,0.5837074518203735,0.4117460250854492,1.0536500215530396,0.5069102644920349,0.476121187210083,1.0406030416488647,0.5019410848617554,0.4410805106163025,1.0631442070007324,0.4074515402317047,0
0.4502115249633789,0.9360841512680054,-0.7777367234230042,0.4562394618988037,0.9179396033287048,-0.787124514579773,0.460122287273407,0.9125532507896423,-0.7870548367500305,0.4633776545524597,0.9071046710014343,-0.7873361110687256,0.4404061734676361,0.925493597984314,-0.8009020090103149,0.4335435926914215,0.9255095720291138,-0.8010770678520203,0.4271206855773926,0.924399197101593,-0.8012008666992188,0.46228307485580444,0.8812347054481506,-0.672796368598938,0.4107317328453064,0.9050567746162415,-0.7227685451507568,0.45628589391708374,0.9334031939506531,-0.7192617058753967,0.4402236044406891,0.9403475522994995,-0.7374626398086548,0.47873035073280334,0.8600056767463684,-0.4611159861087799,0.35513606667518616,0.9450778365135193,-0.55567467212677,0.5077351927757263,0.8438732624053955,-0.197730153799057,0.35101181268692017,1.053228735923767,-0.40883103013038635,0.5101433992385864,0.8677818179130554,0.007056201342493296,0.36022835969924927,1.1566518545150757,-0.2963496148586273,0.5173073410987854,0.8613243103027344,0.03207909315824509,0.35132744908332825,1.1804320812225342,-0.2939769923686981,0.5167706608772278,0.8862186670303345,0.01514445524662733,0.3633574843406677,1.184756875038147,-0.32416126132011414,0.5113019347190857,0.8878775835037231,0.0056439973413944244,0.3710198402404785,1.170918345451355,-0.30431991815567017,0.461436927318573,1.0135668516159058,0.016834523528814316,0.40037989616394043,1.0504491329193115,-0.01675393618643284,0.4526910185813904,1.0391541719436646,0.3321976363658905,0.38393181562423706,1.093119502067566,0.2858899235725403,0.4339282512664795,1.058989405632019,0.6966763734817505,0.40438002347946167,1.0777069330215454,0.6381305456161499,0.42688703536987305,1.0607609748840332,0.7320657968521118,0.40251556038856506,1.0665748119354248,0.6752696633338928,0.4376620352268219,1.0816055536270142,0.673810601234436,0.43191567063331604,1.0990513563156128,0.5972522497177124,0
0.4502432346343994,0.943437933921814,-0.8105379939079285,0.4567471146583557,0.923120379447937,-0.8176976442337036,0.46072274446487427,0.9169963002204895,-0.8175690770149231,0.4639362692832947,0.9106653332710266,-0.8176820874214172,0.44024166464805603,0.9318533539772034,-0.8244578242301941,0.4338950216770172,0.9310583472251892,-0.8246561288833618,0.4280098080635071,0.9290189146995544,-0.8247780799865723,0.46300560235977173,0.8866713047027588,-0.6918907761573792,0.4136028289794922,0.9062008261680603,-0.7241982817649841,0.45745524764060974,0.9386252760887146,-0.7487185001373291,0.4396260380744934,0.9473794102668762,-0.7582082152366638,0.4819146990776062,0.8489820957183838,-0.47771281003952026,0.35629716515541077,0.9476832151412964,-0.5607150793075562,0.5163743495941162,0.8034974932670593,-0.23574693500995636,0.3497448265552521,1.0540868043899536,-0.47581905126571655,0.5081780552864075,0.8640708923339844,-0.03078331984579563,0.358752965927124,1.160681128501892,-0.4365454614162445,0.5102748274803162,0.8734859228134155,-0.006041536573320627,0.3505828380584717,1.1827342510223389,-0.44757428765296936,0.511732280254364,0.8941106796264648,-0.018026255071163177,0.3622005581855774,1.1890124082565308,-0.4755868911743164,0.5077635049819946,0.8934041261672974,-0.029868120327591896,0.36939647793769836,1.176621675491333,-0.4458290636539459,0.46126842498779297,0.9996142983436584,0.009684155695140362,0.4027371406555176,1.0395522117614746,-0.009781974367797375,0.4569220542907715,0.9975197315216064,0.33514004945755005,0.39003559947013855,1.063530445098877,0.2926890552043915,0.43545642495155334,1.0095064640045166,0.7020438313484192,0.40501436591148376,1.0445441007614136,0.6551317572593689,0.42685842514038086,1.0110048055648804,0.7383118867874146,0.4025861322879791,1.0323059558868408,0.6927871704101562,0.4398520588874817,1.029133915901184,0.6696319580078125,0.426496684551239,1.0647118091583252,0.6116135120391846,0
0.46322202682495117,0.9427611827850342,-0.7787647247314453,0.4669875502586365,0.9231789112091064,-0.7842011451721191,0.47031283378601074,0.9177826642990112,-0.7840502858161926,0.47329163551330566,0.9118655323982239,-0.7841359376907349,0.4539237916469574,0.9315791726112366,-0.7947681546211243,0.44762563705444336,0.931837260723114,-0.7949921488761902,0.44103533029556274,0.9309287667274475,-0.7951052784919739,0.47090625762939453,0.8909067511558533,-0.6644597053527832,0.42193299531936646,0.9116842746734619,-0.7100284099578857,0.46806153655052185,0.9409019351005554,-0.7188944220542908,0.4537178575992584,0.947708249092102,-0.7324305772781372,0.47217974066734314,0.8601136803627014,-0.4554005265235901,0.36606141924858093,0.9559049010276794,-0.5532888174057007,0.4887034296989441,0.8425102829933167,-0.226451113820076,0.3632691502571106,1.06136155128479,-0.4402724802494049,0.4982061982154846,0.9004032611846924,-0.08915484696626663,0.3855289816856384,1.1472954750061035,-0.345925509929657,0.5040448904037476,0.907466471195221,-0.07511846721172333,0.3836214542388916,1.1682372093200684,-0.34991270303726196,0.5039076805114746,0.9231521487236023,-0.08731456845998764,0.3922862410545349,1.1696969270706177,-0.3712148070335388,0.4983501434326172,0.9237871170043945,-0.09038238972425461,0.3968878388404846,1.1570128202438354,-0.3510896563529968,0.4509643018245697,1.0143002271652222,0.032481420785188675,0.4025907516479492,1.062170147895813,-0.03235895559191704,0.44093966484069824,1.001610517501831,0.31611841917037964,0.392459899187088,1.0696362257003784,0.24989502131938934,0.416543185710907,1.0291948318481445,0.6748156547546387,0.38693198561668396,1.0571190118789673,0.5766972303390503,0.40691041946411133,1.0358508825302124,0.710261344909668,0.3762487769126892,1.0524146556854248,0.6108905076980591,0.42841219902038574,1.0423927307128906,0.6579713225364685,0.4147182106971741,1.064113974571228,0.536805272102356,0
0.46193212270736694,0.945315957069397,-0.7878386974334717,0.4663977026939392,0.9259796142578125,-0.7967737913131714,0.47003015875816345,0.9199815392494202,-0.7966150045394897,0.47324317693710327,0.9138663411140442,-0.7966803312301636,0.45241743326187134,0.9340499639511108,-0.8054122924804688,0.4457763731479645,0.9338134527206421,-0.8056505918502808,0.4391476511955261,0.93235182762146,-0.8058030009269714,0.4726335406303406,0.8921114802360535,-0.6808205246925354,0.4217047691345215,0.9122236967086792,-0.7214258313179016,0.4676327705383301,0.9435623288154602,-0.7289478778839111,0.45142728090286255,0.948952853679657,-0.7409703135490417,0.47686833143234253,0.8598559498786926,-0.47155922651290894,0.3648298382759094,0.9555626511573792,-0.5618882775306702,0.49672991037368774,0.8283868432044983,-0.2355005294084549,0.352708637714386,1.0600621700286865,-0.45587795972824097,0.4960252344608307,0.9076568484306335,-0.08396179229021072,0.37066522240638733,1.1578764915466309,-0.36667945981025696,0.5010510683059692,0.9160274267196655,-0.0685691311955452,0.3663497865200043,1.1802970170974731,-0.3705926239490509,0.4993821978569031,0.9327141642570496,-0.07966647297143936,0.37724795937538147,1.183879017829895,-0.3932754397392273,0.49434933066368103,0.9317963719367981,-0.08417888730764389,0.38317325711250305,1.1709978580474854,-0.3726534843444824,0.45290881395339966,1.0140578746795654,0.02819431945681572,0.4016169011592865,1.0577328205108643,-0.02813037671148777,0.44500723481178284,0.9852238297462463,0.3283511996269226,0.38823264837265015,1.0632659196853638,0.26961567997932434,0.41192108392715454,1.0219579935073853,0.6993964314460754,0.3822479248046875,1.0467394590377808,0.6106115579605103,0.4021207392215729,1.027141809463501,0.7363386154174805,0.372098833322525,1.0410027503967285,0.6464667320251465,0.4208758473396301,1.0340160131454468,0.6823722124099731,0.40726742148399353,1.0535250902175903,0.5731597542762756,0
0.46134766936302185,0.9412429332733154,-0.8309893608093262,0.46658238768577576,0.9217290282249451,-0.840120792388916,0.47036901116371155,0.9158594608306885,-0.8399944305419922,0.4738057255744934,0.909826934337616,-0.840107798576355,0.451392263174057,0.930560290813446,-0.850574791431427,0.44447001814842224,0.9304717183113098,-0.850826621055603,0.4379034638404846,0.9290010929107666,-0.8510120511054993,0.4740592837333679,0.8865811824798584,-0.7172719836235046,0.42182454466819763,0.9074024558067322,-0.7672542333602905,0.46774357557296753,0.93875652551651,-0.7686213254928589,0.44985848665237427,0.9462201595306396,-0.7831493616104126,0.4883069097995758,0.8526313900947571,-0.4956779479980469,0.3624282479286194,0.9502619504928589,-0.6015859246253967,0.5072688460350037,0.8325367569923401,-0.24265272915363312,0.3526860475540161,1.0646029710769653,-0.4966570734977722,0.5066016912460327,0.9171037077903748,-0.07434075325727463,0.37024134397506714,1.1667355298995972,-0.4285854399204254,0.5092006921768188,0.9268046021461487,-0.05649412423372269,0.3663507103919983,1.1899535655975342,-0.4381501078605652,0.5087358355522156,0.939079225063324,-0.06425917893648148,0.3765515089035034,1.1933557987213135,-0.4638823866844177,0.5039510726928711,0.9367895126342773,-0.07309725135564804,0.3823031187057495,1.179823398590088,-0.43662112951278687,0.45963865518569946,1.0206477642059326,0.028506916016340256,0.4000176787376404,1.0580500364303589,-0.02836015820503235,0.44817543029785156,1.0025029182434082,0.35010749101638794,0.3866325616836548,1.085357427597046,0.2921978235244751,0.4189034104347229,1.0603102445602417,0.7453774213790894,0.38660728931427,1.0836564302444458,0.6588287949562073,0.4095723628997803,1.0652010440826416,0.7846260666847229,0.37856775522232056,1.0784975290298462,0.696823239326477,0.4285573363304138,1.0804698467254639,0.7191193103790283,0.41555994749069214,1.0996661186218262,0.6083819270133972,0
